EMJMD Programme on the Engineering of Data-intensive Intelligent Software Systems,EDISS - https://www.master-ediss.eu,https://www.master-ediss.eu,"Finland, Spain, Italy, Sweden"
"Choreomundus - International Master in Dance Knowledge, Practice and Heritage",CHOREOMUNDUS - https://choreomundus.org/,https://choreomundus.org/,"France, Hungary, Norway, United Kingdom"
Erasmus Mundus MSc in Chemical Innovation and Regulation,ChIR - www.emmcchir.org,www.emmcchir.org,"Portugal, Italy, Spain"
European Master in Clinical Linguistics++,EMCL++ - https://www.emcl.eu/,https://www.emcl.eu/,"Netherlands, Belgium, Finland"
European Master in Embedded Computing Systems,EMECS - http://www.emecs.eu,http://www.emecs.eu,"Germany, Italy, Norway, United Kingdom"
Global Development Policy,GLODEP - http://glodep.eu/,http://glodep.eu/,"Czechia, Italy, France"
"International Law of Global Security, Peace and Development",ILGSPD - https://globalsecuritylaw-erasmusmundus.eu/,https://globalsecuritylaw-erasmusmundus.eu/,"United Kingdom, Belgium, Estonia, Germany, Netherlands, Spain"
"Master in Work, Organizational and Personnel Psychology",WOP-P - https://www.erasmuswop.org,https://www.erasmuswop.org,"Spain, Italy, Portugal, Brazil, United States"
International Master of Science in Health Mangement in Aquaculture,AquaH - http://www.aquah.eu,http://www.aquah.eu,"Belgium, Netherlands, Norway, Spain"
International Master in Adult Education for Social Change,IMAESC - http://www.adulteducation-erasmusmundus.eu,http://www.adulteducation-erasmusmundus.eu,"United Kingdom, Estonia, Malta, Italy, Cyprus"
International Master of Science in Marine Biological Resources,IMBRSea - http://www.imbrsea.eu/,http://www.imbrsea.eu/,"Belgium, Sweden, Ireland, Norway, France, Portugal, Spain, Italy"
International Master in Innovative Medicine,IMIM - http://www.innovativemedicine.eu/,http://www.innovativemedicine.eu/,"Netherlands, Chile, Mexico, Brazil, Colombia, Germany, Sweden"
Erasmus Mundus Japan - Master of Science in Imaging and Light in Extended Reality,IMLEX - https://imlex.org/,https://imlex.org/,"Finland, Belgium, France, Japan"
International Erasmus Master in Quaternary and Prehistory,IMQP - https://quaternaryprehistory.eu/,https://quaternaryprehistory.eu/,"Italy, Portugal, France, Spain"
International Master of Science in Rural Development,IMRD - http://www.imrd.ugent.be/,http://www.imrd.ugent.be/,"Belgium, Italy, Slovakia, Germany, Spain, France"
"International Master in Security, Intelligence and Strategic Studies",IMSISS - http://securityintelligence-erasmusmundus.eu/,http://securityintelligence-erasmusmundus.eu/,"United Kingdom, Czechia, Ireland, Italy"
International Master of Science in Soils and Global Change,IMSOGLO - https://imsoglo.eu/,https://imsoglo.eu/,"Belgium, Denmark, Germany, Austria"
Interdisciplinary Mathematics (InterMaths),InterMaths - http://www.intermaths.eu/,http://www.intermaths.eu/,"Italy, France, Germany, Spain, Austria"
JAPAN-EUROPE MASTER ON ADVANCED ROBOTICS,JEMARO - https://jemaro.ec-nantes.fr/,https://jemaro.ec-nantes.fr/,"France, Poland, Japan, Italy"
Kino Eyes - The European Fiction Master,KEM - http://www.kinoeyes.eu/,http://www.kinoeyes.eu/,"Portugal, Estonia, Ireland, United Kingdom"
Latin America and Europe in a Global World,LAGLOBE - http://www.iheal.univ-paris3.fr/fr/international/laglobe,http://www.iheal.univ-paris3.fr/fr/international/laglobe,"France, Sweden, Spain"
Large Scale Accelerators and Lasers,LASCALA - http://www.master-lascala.eu/,http://www.master-lascala.eu/,"France, Hungary, Italy, Sweden"
European Master Program in Language and Communication Technologies,LCT - https://lct-master.org/,https://lct-master.org/,"Germany, Malta, France, Spain, Italy, Czechia, Netherlands"
Leading International Vaccinology Education,LIVE+ - http://live.univ-lyon1.fr/,http://live.univ-lyon1.fr/,"France, Belgium, Spain"
Intelligent Field Robotic Systems,IFROS - http://ifrosmaster.org/,http://ifrosmaster.org/,"Spain, Croatia, Hungary"
Master in Applied Ecohydrology,MAEH - http://www.maeh-mundus.eu/,http://www.maeh-mundus.eu/,"Portugal, Poland, Belgium, Germany"
Erasmus Mundus Joint Master Degree in Medical Imaging and Applications,MAIA - http://www.maiamaster.org/,http://www.maiamaster.org/,"Spain, Italy, France"
Infectious Diseases and One Health,IDOH+ - http://infectious-diseases-one-health.eu/,http://infectious-diseases-one-health.eu/,"France, Spain, Germany"
Erasmus Mundus Joint Master Degree in Sports Ethics and Integrity,MAiSI - http://www.maisi-project.eu/,http://www.maisi-project.eu/,"Belgium, Czechia, Spain, Germany, United Kingdom, Greece"
Master in Materials Science for Energy applications & using Large scale Facilities,MAMASELF+ - https://www.mamaself.eu/,https://www.mamaself.eu/,"France, Germany, Italy, Poland"
History in the Public Sphere,HIPS - https://history.ceu.edu/history-public-sphere-emjmd-iuep-program,https://history.ceu.edu/history-public-sphere-emjmd-iuep-program,"Hungary, Italy, Japan, Portugal"
Research and Innovation in Higher Education,MARIHE - http://www.marihe.eu/,http://www.marihe.eu/,"Austria, Hungary, India, China, Germany, Finland"
European Joint Masters in Management and Engineering of Environment and Energy +,ME3+ - https://www.imt-atlantique.fr/en/study/msc/emjmd-me3plusqJaTLx94UxC2zIV…$,https://www.imt-atlantique.fr/en/study/msc/emjmd-me3plusqJaTLx94UxC2zIV…,"France, Italy, Sweden, Hungary"
Groundwater and Global Change - Impacts and Adaptation,GroundW - https://www.groundwatermaster.eu/,https://www.groundwatermaster.eu/,"Netherlands, Portugal, Germany"
Mediterranean Forestry and Natural Resources Management,MEDfOR - https://www.medfor.eu/,https://www.medfor.eu/,"Portugal, Italy, Türkiye, Spain"
Media Arts Cultures,MediaAC - http://www.mediaartscultures.eu/mediaac/,http://www.mediaartscultures.eu/mediaac/,"Austria, Denmark, Singapore, Poland"
Erasmus Mundus Master Programme in Evolutionary Biology,MEME - https://www.evobio.eu/,https://www.evobio.eu/,"Netherlands, France, Sweden, Germany"
European MSc in Marine EnviRonment 2030,MER2030 - http://merconsortium.eu/,http://merconsortium.eu/,"Spain, France, United Kingdom, Belgium"
Materials for Energy Storage and Conversion +,MESC+ - https://www.u-picardie.fr/mundus-mesc/,https://www.u-picardie.fr/mundus-mesc/,"France, Spain, Poland, Slovenia"
Marine and maritime Intelligent Robotics,MIR - http://www.master-mir.eu/,http://www.master-mir.eu/,"France, Spain, Portugal, Norway"
"Global Markets, Local Creativities",GLOCAL - http://globallocal-erasmusmundus.eu/,http://globallocal-erasmusmundus.eu/,"United Kingdom, Netherlands, Japan, Spain, Sweden, Germany"
EDUCATION POLICIES FOR GLOBAL DEVELOPMENT,GLOBED - http://globed.eu/,http://globed.eu/,"Spain, Germany, United Kingdom, Cyprus"
GrEen NetworkIng And cLoud computing,GENIAL - http://genial.univ-lorraine.fr/,http://genial.univ-lorraine.fr/,"France, United Kingdom, Sweden"
Erasmus Mundus Master’s Degree in Women’s and Gender Studies,GEMMA - http://masteres.ugr.es/gemma/,http://masteres.ugr.es/gemma/,"Spain, Italy, United Kingdom, Netherlands, Poland"
Erasmus Mundus Joint Master Degree in Geo-Information Science and Earth Observation for Environmental Modelling and Management (GEM),GEM - https://www.gem-msc.eu/,https://www.gem-msc.eu/,"Netherlands, Belgium, Estonia, Sweden"
European Master of Science in Nuclear Fusion and Engineering Physics,FUSION - http://www.em-master-fusion.org/,http://www.em-master-fusion.org/,"France, Czechia, Germany, Spain, Belgium"
Migrations Transnationales,MITRA - https://www.master-mitra.eu/en/,https://www.master-mitra.eu/en/,"France, Romania, Ireland, Belgium, Spain, Poland, Hungary"
MSc European Forestry,MSc EF - http://www.europeanforestry.eu/,http://www.europeanforestry.eu/,"Finland, Austria, Spain, Germany, Romania, France"
Flood Risk Management,FRM - http://floodriskmaster.org/,http://floodriskmaster.org/,"Netherlands, Slovenia, Spain, Germany"
"European Master of Science in Sustainable Food Systems Engineering, Technology and Business",FOOD4S - https://iiw.kuleuven.be/english/food4s/,https://iiw.kuleuven.be/english/food4s/,"Belgium, Portugal, Germany, Ireland"
Master Food Identity,Food ID - http://masterfoodidentity.com/,http://masterfoodidentity.com/,"France, Romania, Greece, Italy"
Erasmus Mundus Joint Master Degree in Food Innovation & Product Design,FIPDes - http://www.fipdes.eu/,http://www.fipdes.eu/,"France, Italy, Ireland, Sweden"
Master of Urban Climate and Sustainability1.5,MUrCS15 - http://www.murcs.eu/,http://www.murcs.eu/,"United Kingdom, Spain, Germany, Finland"
Nanomedicine for Drug Delivery,NANOMED - http://master-nanomed.eu/,http://master-nanomed.eu/,"France, Italy, Greece"
Neurasmus: a European Master in Neuroscience,Neurasm - http://www.neurasmus.u-bordeaux2.fr/,http://www.neurasmus.u-bordeaux2.fr/,"France, Germany, Portugal, Canada, Netherlands"
NOHA Erasmus Mundus Joint Master's Degree Programme in International Humanitarian Action,NOHA - https://nohanet.org/masters,https://nohanet.org/masters,"Spain, Sweden, Germany, Ireland, Poland, Malta, France, Netherlands"
European Master in Nuclear Physics,NucPhys - http://www.emm-nucphys.eu/,http://www.emm-nucphys.eu/,"Spain, Italy, France"
"European Master in Palaeontology, Geoheritage, Applications",PANGEA - http://www.master-pangea.eu/,http://www.master-pangea.eu/,"France, Sweden, Portugal, Greece"
EUROPHOTONICS,EURPHOT - http://www.europhotonics.org/wordpress/,http://www.europhotonics.org/wordpress/,"France, Spain, Lithuania, Germany"
South European Studies,EUROSUD - https://www.southeuropeanstudies.eu/,https://www.southeuropeanstudies.eu/,"United Kingdom, Italy, Greece, Spain, France"
"Euroculture: Society, Politics and Culture in a Global Context",EURCULT - http://www.euroculturemaster.eu/,http://www.euroculturemaster.eu/,"Netherlands, Poland, Spain, Italy, France, Czechia, Germany, Sweden, India, Japan, Mexico, United States"
Mechatronic Engineering,EU4M - http://www.eu4m.eu/,http://www.eu4m.eu/,"Spain, Russia, Egypt, France, Germany"
European Joint Master in Social Work with Children and Youth,ESWOCHY - http://eswochy.mruni.eu/,http://eswochy.mruni.eu/,"Lithuania, Portugal, Slovakia, Latvia"
"Play, Education, Toys and Languages",PETaL - https://web.em-petal.eu/,https://web.em-petal.eu/,"Spain, Portugal, Türkiye"
European Politics and Society: Vaclav Havel Joint Master Programme,EPS - http://www.epsmaster.eu/,http://www.epsmaster.eu/,"Czechia, Poland, Netherlands, Spain"
PlantHealth - European Master Degree in PLANT HEALTH IN SUSTAINABLE CROPPING SYSTEMS,PlantHe - http://planthealth.upv.es/,http://planthealth.upv.es/,"Spain, Italy, Germany, France"
"Photonics for Security, Reliability and Safety",PSRS - https://www.master-photonics4security.eu/,https://www.master-photonics4security.eu/,"France, Italy, Finland"
Models and Methods of Quantitative Economics,QEM2018 - http://master-economics-qem.univ-paris1.fr/,http://master-economics-qem.univ-paris1.fr/,"France, Belgium, Spain, Italy, Poland"
Economic policies for the global transition,EPOG+ - http://www.epog.eu/,http://www.epog.eu/,"France, South Africa, Germany, Italy, Austria"
European Master in Public Health | Europubhealth+,EPH+ - http://www.europubhealth.org/,http://www.europubhealth.org/,"France, Netherlands, Spain, Poland, Ireland, Belgium, United Kingdom"
Advanced Design of Ships and Offshore Structures,EMSHIP+ - http://www.emship.eu/,http://www.emship.eu/,"Belgium, France, Germany, Spain"
Erasmus Mundus Master in Quality in Analytical Laboratories,EMQAL - http://www.emqal.org/,http://www.emqal.org/,"Norway, Poland, Spain, Portugal"
Erasmus Mundus Master Program in Plant Breeding,emPLANT - https://emplant-master.eu/,https://emplant-master.eu/,"France, Austria, Hungary, Italy, Spain, Sweden"
Public Health in Disasters,EMPHID - http://publichealthdisasters.eu/,http://publichealthdisasters.eu/,"Spain, Sweden, Cyprus"
Radiation and its Effects on MicroEletronics and Photonics Technologies,RADMEP - https://master-radmep.org/,https://master-radmep.org/,"France, Belgium, Finland"
European Master in Translational Cosmetic and Dermatological Sciences,EMOTION - http://www.emotion-master.eu/,http://www.emotion-master.eu/,"Italy, Germany, Spain, Belgium"
Re:Anima - European Joint Masters in Animation,ReaAnim - http://www.reanima.eu/,http://www.reanima.eu/,"Portugal, Belgium, Finland"
Renewable Energy in the Marine Environment,REM+ - https://www.master-remplus.eu/,https://www.master-remplus.eu/,"Spain, France, Ireland, Norway"
SAfe and REliable Nuclear Applications,SARENA - https://www.imt-atlantique.fr/fr/formation/masters/masters-science/sare…,https://www.imt-atlantique.fr/fr/formation/masters/masters-science/sare…,"France, Finland, Slovenia, Spain"
Educating software engineers with a sustainability mindset to improve the well-being of people through software solutions,SE4GD - http://se4gd.eu/,http://se4gd.eu/,"Finland, Netherlands, Italy"
Sustainable Ship and Shipping 4.0,SEAS4.0 - http://www.master-seas40.unina.it/,http://www.master-seas40.unina.it/,"Italy, Spain, Croatia"
Master's programme in Security and Cloud Computing,SECCLO - https://secclo.eu/,https://secclo.eu/,"Finland, Denmark, Estonia, France, Sweden, Norway"
"Joint European Master in Surface, Electro, Radiation and Photo-Chemistry +",SERP+ - http://www.master-serp.eu/,http://www.master-serp.eu/,"France, Portugal, Poland, Italy"
International Master of Science in Sustainable and Innovative Natural Resource Management,SINReM - https://sinrem.eu/,https://sinrem.eu/,"Belgium, Germany, Sweden"
Joint International Master in Smart Systems Integrated Solutions,SSIs - https://ssi-master.eu/,https://ssi-master.eu/,"Norway, Finland, Hungary"
Erasmus Mundus Joint Master Degree in Sustainable Transportation and Electrical Power Systems,STEPS - http://www.emjmdsteps.eu/,http://www.emjmdsteps.eu/,"Spain, Portugal, United Kingdom, Italy"
European Master in Advanced Solid Mechanics,STRAINS - https://master-strains.eu/,https://master-strains.eu/,"France, Poland, Greece, Italy, Belgium"
Erasmus Mundus Master in Sustainable Catalysis,SUCAT - https://www.master-sucat.eu/,https://www.master-sucat.eu/,"France, Portugal, Spain"
EMMC in Sustainable Forest and Nature Management,SUFONAM - https://em-sufonama.eu/,https://em-sufonama.eu/,"Denmark, Italy, United Kingdom, Germany, Sweden"
Theoretical Chemistry and Computational Modelling,TCCM - http://www.emtccm.org/,http://www.emtccm.org/,"Spain, France, Italy, Netherlands, Belgium"
Erasmus Mundus Master Nanoscience and Nanotechnology,EMMNano - http://www.emm-nano.org/,http://www.emm-nano.org/,"Belgium, Sweden, Spain, France, Germany"
"Erasmus Mundus Masters Journalism, Media and Globalisation (Mundus Journalism)",EMMA - www.mundusjournalism.com,www.mundusjournalism.com,"Denmark, Czechia, Netherlands, United Kingdom, Germany, Australia, United States, South Africa, Chile, China"
Europäischer Master für Lexikographie - European Master in Lexicography,EMLex - https://www.emlex.phil.fau.de/,https://www.emlex.phil.fau.de/,"Germany, Spain, Italy, South Africa, France, Hungary, Poland, Portugal"
"Transition, Innovation and Sustainability Environments",TISE - https://www.tise-master.eu/,https://www.tise-master.eu/,"Austria, Poland, Ireland, Portugal"
Tourism Development and Culture,TourDC - https://tourdc.eu,https://tourdc.eu,"United Kingdom, Sweden, Malta, Portugal"
Joint European Master in Tribology of Surfaces and Interfaces,TRIBOS+ - https://www.master-tribos.eu/,https://www.master-tribos.eu/,"Slovenia, United Kingdom, Sweden, Portugal"
Erasmus Mundus Master in Soil Science,emiSS - http://emissmaster.omu.edu.tr/,http://emissmaster.omu.edu.tr/,"Türkiye, Russia, Poland, Bulgaria, Jordan"
Erasmus Mundus on Innovative Microwave Electronics and Optics,EMIMEO- http://www.erasmus-master.emimeo.eu/,http://www.erasmus-master.emimeo.eu/,"France, United Kingdom, Spain, Italy"
Erasmus Mundus Human Rights Policy and Practice,EMHRPP - http://www.emhrpp.com/,http://www.emhrpp.com/,"Sweden, United Kingdom, Spain, Norway"
Erasmus Mundus Master in Global Studies - A European Perspective,EMGS - www.globalstudies-masters.info,www.globalstudies-masters.info,"Germany, Denmark, South Africa, Poland, Ethiopia, China, India, Austria, United Kingdom, Austria, Belgium"
EMerald Master Course in Resources Engineering,EMerald - http://www.emerald.ulg.ac.be/,http://www.emerald.ulg.ac.be/,"Belgium, France, Sweden, Germany"
Erasmus Mundus Joint Master Degree in Tropical Biodiversity and Ecosystems,TROPMUN - www.tropimundo.eu,www.tropimundo.eu,"Belgium, Italy, Malaysia, France, Sri Lanka, Madagascar, Cameroon"
WAVES ACOUSTICS VIBRATIONS ENGINEERING SOUND,WAVES - https://master-waves.eu/,https://master-waves.eu/,"France, Spain, Portugal"
World Textile Engineering Advanced Master,WE-TEAM - www.we-team.education,www.we-team.education,"Belgium, Sweden, Greece, Spain, Japan, France"
International Master on Wine Tourism Innovation,WINTOUR - http://www.wintour-master.eu/en_index/,http://www.wintour-master.eu/en_index/,"Spain, Portugal, France"
Joint European Master Programme in Advanced Materials Science and Engineering,AMASE - www.amase-master.net,www.amase-master.net,"Germany, France, Austria, Italy, Spain, Sweden"
European Master in Animal Breeding and Genetics,EMABG - http://www.nas.boku.ac.at/nuwi/emabg/,http://www.nas.boku.ac.at/nuwi/emabg/,"Austria, France, Netherlands, Sweden, Germany, Norway"
Technology for Translating and Interpreting,EM TTI - https://em-tti.eu/,https://em-tti.eu/,"United Kingdom, Bulgaria, Spain, Belgium"
European Interdisciplinary Master African Studies,EIMAS - https://www.eimas.uni-bayreuth.de/en/,https://www.eimas.uni-bayreuth.de/en/,"Germany, France, Portugal"
Erasmus Mundus Master of Science in Environmental Contamination and Toxicology,ECT+ - http://www.ectplus.eu/,http://www.ectplus.eu/,"Spain, Portugal, France, Norway, Belgium"
Excellence in Analytical CHemistry,EACH - https://www.analyticalchemistry.eu/,https://www.analyticalchemistry.eu/,"Estonia, France, Finland, Sweden"
EuroAquae+,EA+ - https://master.euroaquae.eu,https://master.euroaquae.eu,"France, United Kingdom, Poland, Singapore, China, Argentina, Brazil, Mexico, Spain, Germany, India"
Electric Vehicle Propulsion & Control,E-PiCO - https://master-epico.ec-nantes.fr/,https://master-epico.ec-nantes.fr/,"France, Italy, Germany, Romania"
"DYnamics of Cultural LAndscape, Heritage, Memory and conflictualities",DYCLAM+ - https://masterdyclam.univ-st-etienne.fr/fr/index.html,https://masterdyclam.univ-st-etienne.fr/fr/index.html,"France, Belgium, Italy, Portugal"
DOCNOMADS DOCUMENTARY FILMDIRECTING EMJMD,DOCNOM - www.docnomads.eu,www.docnomads.eu,"Hungary, Belgium, Portugal"
DECENTRALISED SMART ENERGY SYSTEMS,DENSYS - https://densys.univ-lorraine.fr/,https://densys.univ-lorraine.fr/,"France, Italy, Sweden, Spain"
MSc & MA in Digital Communication Leadership,DCLead - http://dclead.eu/,http://dclead.eu/,"Austria, Denmark, Belgium, Netherlands"
Computational Colour and Spectral Imaging,COSI - https://cosi-master.eu/,https://cosi-master.eu/,"Norway, France, Finland, Spain"
Chemical Nano-Engineering,CNE - https://www.master-cne.eu/,https://www.master-cne.eu/,"France, Poland, Italy"
"Children’s Literature, Media and Culture",CLMC - https://www.gla.ac.uk/postgraduate/erasmusmundus/clmc/,https://www.gla.ac.uk/postgraduate/erasmusmundus/clmc/,"United Kingdom, Denmark, Netherlands, Poland, Spain"
